ym,lawd_cd,sgg_nm,housing_type,deal_type,n_deals,n_cancelled,n_jeonse,n_wolse,n_new,n_renew,median_amount_manwon,median_price_per_pyeong,avg_area_m2,avg_build_year
2025-09,41194,부천시 소사구,아파트,전월세,312,0,177,135,183,114,19500.0,1012.0,70.33,2008.0
2025-09,41194,부천시 소사구,연립다세대,매매,44,2,0,0,0,0,13500.0,1029.0,46.25,2004.0
2025-09,41194,부천시 소사구,연립다세대,전월세,89,0,38,51,74,15,5000.0,357.0,49.46,2003.0
2025-09,41196,부천시 오정구,아파트,매매,59,6,0,0,0,0,27700.0,1696.0,56.38,2003.0
2025-09,41196,부천시 오정구,아파트,전월세,125,0,77,48,105,17,12000.0,870.0,59.27,2000.0
2025-09,41196,부천시 오정구,연립다세대,매매,72,1,0,0,0,0,14150.0,997.0,44.85,2002.0
2025-09,41196,부천시 오정구,연립다세대,전월세,198,0,103,95,167,30,6000.0,553.0,43.76,1997.0
2025-09,41210,광명시,아파트,매매,585,31,0,0,0,0,72500.0,3473.0,69.72,2003.0
2025-09,41210,광명시,아파트,전월세,1009,0,661,348,691,295,30000.0,1559.0,63.77,2006.0
2025-09,41210,광명시,연립다세대,매매,52,2,0,0,0,0,38000.0,2658.0,49.03,2000.0
2025-09,41210,광명시,연립다세대,전월세,87,0,66,21,78,9,15500.0,1082.0,50.42,2001.0
2025-09,41220,평택시,아파트,매매,454,26,0,0,0,0,30000.0,1291.0,73.54,2012.0
2025-09,41220,평택시,아파트,전월세,1914,0,624,1290,1369,513,4263.0,326.0,61.75,2014.0
2025-09,41220,평택시,연립다세대,매매,56,12,0,0,0,0,14200.0,847.0,67.45,2011.0
2025-09,41220,평택시,연립다세대,전월세,328,0,58,270,305,20,500.0,47.0,39.81,2010.0
2025-09,41250,동두천시,아파트,매매,70,4,0,0,0,0,14950.0,806.0,64.72,2004.0
2025-09,41250,동두천시,아파트,전월세,135,0,70,65,119,16,9200.0,464.0,65.12,2005.0
2025-09,41250,동두천시,연립다세대,매매,26,1,0,0,0,0,4400.0,279.0,55.27,1997.0
2025-09,41250,동두천시,연립다세대,전월세,56,0,13,43,54,1,1000.0,83.0,45.65,2010.0
2025-09,41271,안산시 상록구,아파트,매매,126,5,0,0,0,0,36750.0,1694.0,73.0,2000.0
2025-09,41271,안산시 상록구,아파트,전월세,287,0,182,105,216,66,18000.0,932.0,70.96,1999.0
2025-09,41271,안산시 상록구,연립다세대,매매,146,6,0,0,0,0,14000.0,797.0,52.78,2010.0
2025-09,41271,안산시 상록구,연립다세대,전월세,322,0,87,235,290,32,1000.0,88.0,44.29,2008.0
2025-09,41273,안산시 단원구,아파트,매매,183,14,0,0,0,0,46000.0,2011.0,67.95,2005.0
2025-09,41273,안산시 단원구,아파트,전월세,491,0,298,193,313,167,15000.0,1050.0,60.97,2006.0
2025-09,41273,안산시 단원구,연립다세대,매매,44,0,0,0,0,0,16400.0,898.0,59.92,2006.0
2025-09,41273,안산시 단원구,연립다세대,전월세,134,0,40,94,121,13,1000.0,83.0,42.16,2003.0
2025-09,41281,고양시 덕양구,아파트,매매,325,17,0,0,0,0,53300.0,2230.0,75.3,2006.0
2025-09,41281,고양시 덕양구,아파트,전월세,1429,0,525,904,567,855,13132.0,723.0,62.62,2011.0
2025-09,41281,고양시 덕양구,연립다세대,매매,68,3,0,0,0,0,15100.0,1109.0,48.66,2000.0
2025-09,41281,고양시 덕양구,연립다세대,전월세,141,0,42,99,121,20,2000.0,166.0,47.76,2004.0
2025-09,41285,고양시 일산동구,아파트,매매,159,10,0,0,0,0,52000.0,1910.0,85.9,2004.0
2025-09,41285,고양시 일산동구,아파트,전월세,543,0,314,229,319,212,22500.0,1155.0,78.24,2005.0
2025-09,41285,고양시 일산동구,연립다세대,매매,30,0,0,0,0,0,21450.0,1352.0,59.98,2013.0
2025-09,41285,고양시 일산동구,연립다세대,전월세,58,0,32,26,50,6,11800.0,699.0,68.4,2005.0
2025-09,41287,고양시 일산서구,아파트,매매,230,8,0,0,0,0,39000.0,1649.0,83.05,2001.0
2025-09,41287,고양시 일산서구,아파트,전월세,742,0,506,236,443,282,22500.0,1069.0,78.96,1999.0
2025-09,41287,고양시 일산서구,연립다세대,매매,13,0,0,0,0,0,17300.0,1279.0,66.18,2007.0
2025-09,41287,고양시 일산서구,연립다세대,전월세,36,0,19,17,27,7,12000.0,786.0,57.65,2007.0
2025-09,41290,과천시,아파트,매매,69,2,0,0,0,0,211000.0,9075.0,80.29,2016.0
2025-09,41290,과천시,아파트,전월세,141,0,93,48,75,64,84000.0,3506.0,79.11,2017.0
2025-09,41290,과천시,연립다세대,매매,26,1,0,0,0,0,86500.0,6362.0,54.43,2018.0
2025-09,41290,과천시,연립다세대,전월세,39,0,25,14,27,12,35700.0,1835.0,63.25,2018.0
2025-09,41310,구리시,아파트,매매,208,19,0,0,0,0,63900.0,3160.0,69.22,2003.0
2025-09,41310,구리시,아파트,전월세,403,0,265,138,223,172,32000.0,1567.0,68.97,2002.0
2025-09,41310,구리시,연립다세대,매매,30,1,0,0,0,0,34875.0,2350.0,52.07,2007.0
2025-09,41310,구리시,연립다세대,전월세,74,0,50,24,55,18,13250.0,1003.0,49.62,2002.0
2025-09,41360,남양주시,아파트,매매,522,27,0,0,0,0,44500.0,1819.0,81.81,2009.0
2025-09,41360,남양주시,아파트,전월세,3298,0,901,2397,1069,2197,5212.0,441.0,55.28,2015.0
2025-09,41360,남양주시,연립다세대,매매,106,6,0,0,0,0,12450.0,751.0,55.33,2002.0
2025-09,41360,남양주시,연립다세대,전월세,288,0,109,179,234,52,3000.0,195.0,51.82,2003.0
2025-09,41370,오산시,아파트,매매,192,9,0,0,0,0,32700.0,1436.0,73.24,2008.0
2025-09,41370,오산시,아파트,전월세,670,0,218,452,534,122,4023.0,258.0,62.88,2010.0
2025-09,41370,오산시,연립다세대,매매,22,0,0,0,0,0,7100.0,628.0,42.0,2005.0
2025-09,41370,오산시,연립다세대,전월세,124,0,19,105,117,6,500.0,69.0,32.93,2012.0
2025-09,41390,시흥시,아파트,매매,445,18,0,0,0,0,41000.0,1900.0,70.56,2009.0
2025-09,41390,시흥시,아파트,전월세,972,0,504,468,659,294,14500.0,747.0,68.56,2008.0
2025-09,41390,시흥시,연립다세대,매매,51,2,0,0,0,0,11000.0,690.0,52.37,2001.0
2025-09,41390,시흥시,연립다세대,전월세,202,0,50,152,191,7,850.0,65.0,36.79,2009.0
2025-09,41410,군포시,아파트,매매,224,7,0,0,0,0,40000.0,2162.0,68.76,1999.0
2025-09,41410,군포시,아파트,전월세,541,0,326,215,332,192,17933.0,1228.0,58.53,2000.0
2025-09,41410,군포시,연립다세대,매매,31,0,0,0,0,0,27800.0,1662.0,46.66,2005.0
2025-09,41410,군포시,연립다세대,전월세,102,0,45,57,91,10,8000.0,622.0,39.35,2003.0
2025-09,41430,의왕시,아파트,매매,213,8,0,0,0,0,74500.0,3133.0,79.15,2008.0
2025-09,41430,의왕시,아파트,전월세,502,0,289,213,376,112,33000.0,1434.0,68.95,2013.0
2025-09,41430,의왕시,연립다세대,매매,17,0,0,0,0,0,26000.0,1637.0,52.69,2001.0
2025-09,41430,의왕시,연립다세대,전월세,78,0,30,48,61,16,8700.0,808.0,40.47,2009.0
2025-09,41450,하남시,아파트,매매,629,22,0,0,0,0,101000.0,4222.0,81.3,2014.0
2025-09,41450,하남시,아파트,전월세,1062,0,515,547,582,468,33500.0,1526.0,71.53,2015.0
2025-09,41450,하남시,연립다세대,매매,16,1,0,0,0,0,28500.0,1832.0,55.54,2002.0
2025-09,41450,하남시,연립다세대,전월세,48,0,27,21,40,8,17000.0,1395.0,49.25,2013.0
2025-09,41461,용인시 처인구,아파트,매매,188,14,0,0,0,0,34500.0,1589.0,73.69,2011.0
2025-09,41461,용인시 처인구,아파트,전월세,349,0,160,189,283,58,8000.0,441.0,69.49,2014.0
2025-09,41461,용인시 처인구,연립다세대,매매,106,5,0,0,0,0,9650.0,788.0,49.95,2006.0
2025-09,41461,용인시 처인구,연립다세대,전월세,209,0,65,144,185,21,1000.0,98.0,44.22,2007.0
2025-09,41463,용인시 기흥구,아파트,매매,511,36,0,0,0,0,56200.0,2250.0,86.71,2008.0
2025-09,41463,용인시 기흥구,아파트,전월세,974,0,568,406,564,387,28000.0,1099.0,79.48,2007.0
2025-09,41463,용인시 기흥구,연립다세대,매매,25,1,0,0,0,0,23000.0,1207.0,76.39,2009.0
2025-09,41463,용인시 기흥구,연립다세대,전월세,132,0,57,75,112,20,8000.0,695.0,48.64,2013.0
2025-09,41465,용인시 수지구,아파트,매매,903,35,0,0,0,0,82500.0,3268.0,89.17,2005.0
2025-09,41465,용인시 수지구,아파트,전월세,1000,0,643,357,578,397,42000.0,1664.0,86.89,2006.0
2025-09,41465,용인시 수지구,연립다세대,매매,13,1,0,0,0,0,33000.0,1887.0,57.37,2012.0
2025-09,41465,용인시 수지구,연립다세대,전월세,81,0,26,55,52,29,12000.0,1113.0,41.57,2013.0
2025-09,41480,파주시,아파트,매매,311,17,0,0,0,0,37000.0,1465.0,79.03,2010.0
2025-09,41480,파주시,아파트,전월세,1204,0,477,727,814,372,7326.0,438.0,68.77,2013.0
2025-09,41480,파주시,연립다세대,매매,72,7,0,0,0,0,13800.0,783.0,58.29,2014.0
2025-09,41480,파주시,연립다세대,전월세,140,0,41,99,127,11,2000.0,116.0,54.05,2011.0
2025-09,41500,이천시,아파트,매매,114,5,0,0,0,0,20700.0,988.0,71.45,2006.0
2025-09,41500,이천시,아파트,전월세,291,0,131,160,248,43,8500.0,467.0,68.01,2006.0
2025-09,41500,이천시,연립다세대,매매,36,0,0,0,0,0,8250.0,542.0,54.01,2004.0
2025-09,41500,이천시,연립다세대,전월세,98,0,12,86,92,5,950.0,56.0,47.86,2011.0
2025-09,41550,안성시,아파트,매매,161,9,0,0,0,0,15000.0,774.0,64.61,2007.0
2025-09,41550,안성시,아파트,전월세,726,0,180,546,560,143,2836.0,245.0,57.6,2013.0
2025-09,41550,안성시,연립다세대,매매,10,1,0,0,0,0,6000.0,321.0,62.3,1993.0
2025-09,41550,안성시,연립다세대,전월세,39,0,6,33,38,1,500.0,53.0,40.63,2012.0
2025-09,41570,김포시,아파트,매매,330,13,0,0,0,0,43750.0,1791.0,84.39,2012.0
2025-09,41570,김포시,아파트,전월세,1001,0,464,537,558,419,16429.0,649.0,76.7,2013.0
2025-09,41570,김포시,연립다세대,매매,51,1,0,0,0,0,22360.0,1736.0,51.03,1999.0
2025-09,41570,김포시,연립다세대,전월세,52,0,18,34,42,10,3000.0,197.0,59.91,2009.0
2025-09,41591,화성시 만세구,아파트,매매,107,7,0,0,0,0,36000.0,1459.0,80.09,2012.0
2025-09,41591,화성시 만세구,아파트,전월세,996,0,381,615,538,447,4133.0,330.0,58.54,2016.0
2025-09,41591,화성시 만세구,연립다세대,매매,21,7,0,0,0,0,11800.0,764.0,64.41,2008.0
2025-09,41591,화성시 만세구,연립다세대,전월세,59,0,6,53,52,6,500.0,58.0,45.81,2011.0
2025-09,41593,화성시 효행구,아파트,매매,137,7,0,0,0,0,34800.0,1371.0,74.77,2012.0
2025-09,41593,화성시 효행구,아파트,전월세,565,0,120,445,471,87,3000.0,187.0,53.91,2015.0
2025-09,41593,화성시 효행구,연립다세대,매매,14,0,0,0,0,0,10100.0,630.0,56.83,2004.0
2025-09,41593,화성시 효행구,연립다세대,전월세,35,0,5,30,27,8,1000.0,67.0,42.89,2003.0
2025-09,41595,화성시 병점구,아파트,매매,189,10,0,0,0,0,41800.0,1665.0,77.91,2010.0
2025-09,41595,화성시 병점구,아파트,전월세,390,0,212,178,248,135,19950.0,862.0,76.85,2011.0
2025-09,41595,화성시 병점구,연립다세대,매매,6,1,0,0,0,0,8600.0,609.0,49.36,1999.0
2025-09,41595,화성시 병점구,연립다세대,전월세,94,0,16,78,81,11,1000.0,112.0,28.04,2012.0
2025-09,41597,화성시 동탄구,아파트,매매,578,53,0,0,0,0,66500.0,2819.0,78.01,2015.0
2025-09,41597,화성시 동탄구,아파트,전월세,1832,0,576,1256,915,853,15800.0,654.0,70.17,2017.0
2025-09,41597,화성시 동탄구,연립다세대,매매,3,0,0,0,0,0,62000.0,2420.0,84.82,2015.0
2025-09,41597,화성시 동탄구,연립다세대,전월세,10,0,6,4,7,3,31275.0,1226.0,84.75,2021.0
2025-09,41610,광주시,아파트,매매,228,9,0,0,0,0,45100.0,1909.0,80.07,2012.0
2025-09,41610,광주시,아파트,전월세,326,0,207,119,230,83,25000.0,978.0,78.74,2013.0
2025-09,41610,광주시,연립다세대,매매,174,10,0,0,0,0,18325.0,1008.0,63.28,2012.0
2025-09,41610,광주시,연립다세대,전월세,309,0,102,207,277,26,3000.0,177.0,60.82,2012.0
2025-09,41630,양주시,아파트,매매,199,12,0,0,0,0,28000.0,1284.0,72.78,2011.0
2025-09,41630,양주시,아파트,전월세,710,0,298,412,540,152,5000.0,315.0,70.69,2016.0
2025-09,41630,양주시,연립다세대,매매,61,6,0,0,0,0,56114.0,2194.0,68.68,2014.0
2025-09,41630,양주시,연립다세대,전월세,59,0,13,46,54,4,1000.0,78.0,52.65,2011.0
2025-09,41650,포천시,아파트,매매,56,0,0,0,0,0,16775.0,757.0,67.32,2005.0
2025-09,41650,포천시,아파트,전월세,88,0,36,52,73,14,2500.0,117.0,61.11,2004.0
2025-09,41650,포천시,연립다세대,매매,48,3,0,0,0,0,6950.0,408.0,61.64,2006.0
2025-09,41650,포천시,연립다세대,전월세,72,0,18,54,67,3,1000.0,89.0,53.71,2006.0
2025-09,41670,여주시,아파트,매매,69,3,0,0,0,0,17000.0,853.0,68.3,2006.0
2025-09,41670,여주시,아파트,전월세,135,0,57,78,83,44,5568.0,445.0,58.02,2012.0
2025-09,41670,여주시,연립다세대,매매,19,1,0,0,0,0,12000.0,599.0,61.41,2005.0
2025-09,41670,여주시,연립다세대,전월세,54,0,16,38,50,2,1000.0,67.0,48.36,2011.0
2025-09,41800,연천군,아파트,매매,7,2,0,0,0,0,22100.0,975.0,71.81,2012.0
2025-09,41800,연천군,아파트,전월세,37,0,18,19,32,3,2000.0,115.0,68.79,2012.0
2025-09,41800,연천군,연립다세대,매매,6,0,0,0,0,0,3950.0,289.0,47.68,1990.0
2025-09,41800,연천군,연립다세대,전월세,25,0,3,22,12,12,2707.0,221.0,39.41,2016.0
2025-09,41820,가평군,아파트,매매,19,2,0,0,0,0,24000.0,1014.0,75.14,2015.0
2025-09,41820,가평군,아파트,전월세,40,0,22,18,31,9,15000.0,784.0,69.41,2020.0
2025-09,41820,가평군,연립다세대,매매,34,0,0,0,0,0,9000.0,706.0,47.07,2012.0
2025-09,41820,가평군,연립다세대,전월세,43,0,11,32,40,2,1000.0,85.0,58.88,2005.0
2025-09,41830,양평군,아파트,매매,42,3,0,0,0,0,31000.0,1377.0,76.81,2013.0
2025-09,41830,양평군,아파트,전월세,89,0,51,38,61,27,17850.0,927.0,77.51,2019.0
2025-09,41830,양평군,연립다세대,매매,12,0,0,0,0,0,15500.0,812.0,60.44,2007.0
2025-09,41830,양평군,연립다세대,전월세,43,0,15,28,35,8,5562.0,341.0,59.81,2015.0
2025-10,11110,종로구,아파트,매매,86,3,0,0,0,0,107250.0,4590.0,75.07,2005.0
2025-10,11110,종로구,아파트,전월세,196,0,96,100,115,76,35000.0,1947.0,68.16,2008.0
2025-10,11110,종로구,연립다세대,매매,42,5,0,0,0,0,41150.0,2566.0,67.04,2000.0
2025-10,11110,종로구,연립다세대,전월세,157,0,61,96,129,25,11000.0,850.0,58.03,2001.0
2025-10,11140,중구,아파트,매매,141,5,0,0,0,0,130500.0,5076.0,82.67,2006.0
2025-10,11140,중구,아파트,전월세,286,0,131,155,174,103,30000.0,1968.0,64.59,2010.0
2025-10,11140,중구,연립다세대,매매,26,4,0,0,0,0,49500.0,3380.0,52.39,2002.0
2025-10,11140,중구,연립다세대,전월세,117,0,46,71,80,37,13000.0,971.0,39.17,2008.0
2025-10,11170,용산구,아파트,매매,119,5,0,0,0,0,192000.0,7124.0,87.36,1999.0
2025-10,11170,용산구,아파트,전월세,463,0,237,226,248,204,50000.0,2047.0,84.35,2003.0
2025-10,11170,용산구,연립다세대,매매,90,7,0,0,0,0,73000.0,5830.0,50.7,2005.0
2025-10,11170,용산구,연립다세대,전월세,380,0,242,138,240,139,22000.0,1901.0,44.79,2009.0
2025-10,11200,성동구,아파트,매매,370,22,0,0,0,0,160000.0,6950.0,80.11,2004.0
2025-10,11200,성동구,아파트,전월세,816,0,482,334,517,259,55000.0,2343.0,75.63,2006.0
2025-10,11200,성동구,연립다세대,매매,65,5,0,0,0,0,50500.0,3750.0,41.72,2005.0
2025-10,11200,성동구,연립다세대,전월세,162,0,86,76,106,55,17300.0,1477.0,36.46,2008.0
2025-10,11215,광진구,아파트,매매,258,17,0,0,0,0,150500.0,6227.0,73.03,2007.0
2025-10,11215,광진구,아파트,전월세,419,0,236,183,238,169,54600.0,2481.0,76.42,2004.0
2025-10,11215,광진구,연립다세대,매매,309,20,0,0,0,0,44000.0,3819.0,41.59,2011.0
2025-10,11215,광진구,연립다세대,전월세,568,0,234,334,358,203,18000.0,1597.0,37.14,2012.0
2025-10,11230,동대문구,아파트,매매,519,27,0,0,0,0,92000.0,4052.0,78.88,2007.0
2025-10,11230,동대문구,아파트,전월세,703,0,408,295,468,212,40000.0,1830.0,68.88,2009.0
2025-10,11230,동대문구,연립다세대,매매,83,5,0,0,0,0,41000.0,3293.0,42.63,2011.0
2025-10,11230,동대문구,연립다세대,전월세,204,0,87,117,156,43,15000.0,1208.0,38.22,2013.0
2025-10,11260,중랑구,아파트,매매,239,15,0,0,0,0,69500.0,3144.0,71.8,2005.0
2025-10,11260,중랑구,아파트,전월세,659,0,263,396,347,232,20000.0,1279.0,59.64,2011.0
2025-10,11260,중랑구,연립다세대,매매,155,12,0,0,0,0,34500.0,3037.0,40.73,2013.0
2025-10,11260,중랑구,연립다세대,전월세,328,0,136,192,246,78,15000.0,1328.0,37.71,2013.0
2025-10,11290,성북구,아파트,매매,492,22,0,0,0,0,90000.0,4077.0,73.93,2008.0
2025-10,11290,성북구,아파트,전월세,656,0,416,240,394,217,41200.0,1948.0,71.88,2007.0
2025-10,11290,성북구,연립다세대,매매,108,7,0,0,0,0,33250.0,2495.0,48.96,2007.0
2025-10,11290,성북구,연립다세대,전월세,308,0,157,151,215,89,14150.0,951.0,44.39,2008.0
2025-10,11305,강북구,아파트,매매,117,6,0,0,0,0,70700.0,3275.0,71.16,2007.0
2025-10,11305,강북구,아파트,전월세,198,0,105,93,108,86,27000.0,1362.0,65.58,2006.0
2025-10,11305,강북구,연립다세대,매매,117,2,0,0,0,0,22700.0,1618.0,47.88,2006.0
2025-10,11305,강북구,연립다세대,전월세,236,0,90,146,194,40,7868.0,602.0,45.03,2004.0
2025-10,11320,도봉구,아파트,매매,154,5,0,0,0,0,55000.0,2997.0,66.49,1993.0
2025-10,11320,도봉구,아파트,전월세,436,0,265,171,286,137,20000.0,1336.0,60.96,1994.0
2025-10,11320,도봉구,연립다세대,매매,75,6,0,0,0,0,21000.0,1357.0,45.59,2005.0
2025-10,11320,도봉구,연립다세대,전월세,133,0,54,79,106,26,9000.0,760.0,43.7,2002.0
2025-10,11350,노원구,아파트,매매,638,27,0,0,0,0,61500.0,3322.0,64.03,1995.0
2025-10,11350,노원구,아파트,전월세,1544,0,893,651,807,671,19950.0,1338.0,58.16,1995.0
2025-10,11350,노원구,연립다세대,매매,44,1,0,0,0,0,28325.0,1694.0,54.14,1999.0
2025-10,11350,노원구,연립다세대,전월세,96,0,42,54,67,27,10850.0,968.0,40.48,2006.0
2025-10,11380,은평구,아파트,매매,361,21,0,0,0,0,90200.0,4169.0,74.77,2013.0
2025-10,11380,은평구,아파트,전월세,795,0,437,358,381,332,33000.0,1484.0,65.4,2014.0
2025-10,11380,은평구,연립다세대,매매,240,7,0,0,0,0,27000.0,2240.0,43.27,2007.0
2025-10,11380,은평구,연립다세대,전월세,489,0,238,251,348,134,13000.0,1012.0,42.41,2008.0
2025-10,11410,서대문구,아파트,매매,398,16,0,0,0,0,109000.0,5019.0,77.05,2008.0
2025-10,11410,서대문구,아파트,전월세,512,0,308,204,303,181,43025.0,1983.0,73.13,2009.0
2025-10,11410,서대문구,연립다세대,매매,93,6,0,0,0,0,37000.0,2451.0,50.35,2001.0
2025-10,11410,서대문구,연립다세대,전월세,281,0,93,188,210,70,7000.0,642.0,43.18,2005.0
2025-10,11440,마포구,아파트,매매,419,22,0,0,0,0,145000.0,6608.0,77.99,2004.0
2025-10,11440,마포구,아파트,전월세,1020,0,526,494,494,388,40000.0,2004.0,68.79,2007.0
2025-10,11440,마포구,연립다세대,매매,208,7,0,0,0,0,46000.0,4049.0,38.42,2008.0
2025-10,11440,마포구,연립다세대,전월세,537,0,224,313,376,155,14500.0,1353.0,37.91,2008.0
2025-10,11470,양천구,아파트,매매,418,18,0,0,0,0,118000.0,4669.0,80.11,2002.0
2025-10,11470,양천구,아파트,전월세,996,0,656,340,452,459,40000.0,1892.0,75.55,1999.0
2025-10,11470,양천구,연립다세대,매매,218,14,0,0,0,0,30000.0,2707.0,41.13,2009.0
2025-10,11470,양천구,연립다세대,전월세,420,0,184,236,292,123,14750.0,1079.0,40.89,2008.0
2025-10,11500,강서구,아파트,매매,584,20,0,0,0,0,89000.0,4381.0,71.38,2002.0
2025-10,11500,강서구,아파트,전월세,1203,0,713,490,598,480,30000.0,1758.0,62.78,2006.0
2025-10,11500,강서구,연립다세대,매매,199,14,0,0,0,0,24000.0,2075.0,41.71,2009.0
2025-10,11500,강서구,연립다세대,전월세,674,0,223,451,472,181,12335.0,901.0,37.82,2011.0
2025-10,11530,구로구,아파트,매매,335,13,0,0,0,0,72250.0,3369.0,72.42,2000.0
2025-10,11530,구로구,아파트,전월세,937,0,400,537,453,301,14958.0,889.0,59.96,2007.0
2025-10,11530,구로구,연립다세대,매매,101,5,0,0,0,0,24500.0,2017.0,43.39,2007.0
2025-10,11530,구로구,연립다세대,전월세,283,0,117,166,216,55,8400.0,663.0,42.98,2006.0
2025-10,11545,금천구,아파트,매매,93,2,0,0,0,0,58000.0,2831.0,69.34,2004.0
2025-10,11545,금천구,아파트,전월세,223,0,100,123,137,85,22000.0,1293.0,59.06,2009.0
2025-10,11545,금천구,연립다세대,매매,65,5,0,0,0,0,25000.0,2123.0,40.78,2011.0
2025-10,11545,금천구,연립다세대,전월세,197,0,72,125,157,37,11300.0,749.0,38.22,2013.0
2025-10,11560,영등포구,아파트,매매,446,14,0,0,0,0,123250.0,5177.0,79.42,2001.0
2025-10,11560,영등포구,아파트,전월세,819,0,500,319,479,290,45000.0,2084.0,72.57,2003.0
2025-10,11560,영등포구,연립다세대,매매,104,12,0,0,0,0,33000.0,3639.0,31.02,2014.0
2025-10,11560,영등포구,연립다세대,전월세,308,0,103,205,208,94,16650.0,2002.0,29.51,2014.0
2025-10,11590,동작구,아파트,매매,408,21,0,0,0,0,137250.0,5227.0,85.4,2004.0
2025-10,11590,동작구,아파트,전월세,701,0,443,258,413,255,54000.0,2320.0,77.03,2006.0
2025-10,11590,동작구,연립다세대,매매,194,35,0,0,0,0,44000.0,3194.0,46.87,2008.0
2025-10,11590,동작구,연립다세대,전월세,404,0,177,227,305,91,18000.0,1451.0,40.32,2010.0
2025-10,11620,관악구,아파트,매매,285,13,0,0,0,0,90000.0,3861.0,74.38,2003.0
2025-10,11620,관악구,아파트,전월세,466,0,267,199,304,145,39950.0,1876.0,67.56,2005.0
2025-10,11620,관악구,연립다세대,매매,168,7,0,0,0,0,29610.0,2356.0,44.45,2006.0
2025-10,11620,관악구,연립다세대,전월세,380,0,88,292,307,71,7750.0,813.0,37.07,2008.0
2025-10,11650,서초구,아파트,매매,218,9,0,0,0,0,209500.0,7739.0,93.09,2004.0
2025-10,11650,서초구,아파트,전월세,1455,0,726,729,672,568,60000.0,2666.0,81.12,2009.0
2025-10,11650,서초구,연립다세대,매매,135,13,0,0,0,0,59900.0,5027.0,48.14,2008.0
2025-10,11650,서초구,연립다세대,전월세,584,0,236,348,354,186,20000.0,1714.0,45.36,2009.0
2025-10,11680,강남구,아파트,매매,286,25,0,0,0,0,230000.0,10208.0,84.95,2001.0
2025-10,11680,강남구,아파트,전월세,1752,0,890,862,952,723,67760.0,2874.0,81.21,2002.0
2025-10,11680,강남구,연립다세대,매매,104,7,0,0,0,0,68900.0,5348.0,47.64,2009.0
2025-10,11680,강남구,연립다세대,전월세,521,0,182,339,353,164,12600.0,913.0,42.34,2008.0
2025-10,11710,송파구,아파트,매매,603,25,0,0,0,0,180000.0,6845.0,87.06,2001.0
2025-10,11710,송파구,아파트,전월세,1569,0,867,702,749,655,55650.0,2335.0,77.66,2003.0
2025-10,11710,송파구,연립다세대,매매,254,11,0,0,0,0,39750.0,3902.0,41.61,2009.0
2025-10,11710,송파구,연립다세대,전월세,1365,0,410,955,797,558,15000.0,1334.0,38.98,2009.0
2025-10,11740,강동구,아파트,매매,545,44,0,0,0,0,130000.0,5487.0,76.6,2006.0
2025-10,11740,강동구,아파트,전월세,1393,0,719,674,693,550,40000.0,1929.0,63.45,2011.0
2025-10,11740,강동구,연립다세대,매매,170,11,0,0,0,0,35000.0,3157.0,40.19,2011.0
2025-10,11740,강동구,연립다세대,전월세,628,0,213,415,371,250,15000.0,1342.0,37.48,2013.0
2025-10,41111,수원시 장안구,아파트,매매,207,5,0,0,0,0,48900.0,2232.0,71.55,2004.0
2025-10,41111,수원시 장안구,아파트,전월세,411,0,279,132,260,145,25200.0,1273.0,73.15,2006.0
2025-10,41111,수원시 장안구,연립다세대,매매,67,4,0,0,0,0,14800.0,1105.0,46.02,2001.0
2025-10,41111,수원시 장안구,연립다세대,전월세,160,0,54,106,145,14,2700.0,239.0,40.09,2006.0
2025-10,41113,수원시 권선구,아파트,매매,397,29,0,0,0,0,42800.0,2026.0,74.66,2006.0
2025-10,41113,수원시 권선구,아파트,전월세,676,0,304,372,433,241,15100.0,663.0,64.09,2012.0
2025-10,41113,수원시 권선구,연립다세대,매매,53,2,0,0,0,0,14900.0,957.0,50.86,2003.0
2025-10,41113,수원시 권선구,연립다세대,전월세,208,0,67,141,183,24,2500.0,192.0,39.53,2009.0
2025-10,41115,수원시 팔달구,아파트,매매,196,16,0,0,0,0,62000.0,3101.0,67.88,2010.0
2025-10,41115,수원시 팔달구,아파트,전월세,382,0,228,154,287,86,20000.0,1275.0,59.37,2010.0
2025-10,41115,수원시 팔달구,연립다세대,매매,49,3,0,0,0,0,17000.0,1561.0,39.0,2004.0
2025-10,41115,수원시 팔달구,연립다세대,전월세,171,0,50,121,145,26,4000.0,442.0,34.11,2011.0
2025-10,41117,수원시 영통구,아파트,매매,706,42,0,0,0,0,71000.0,2978.0,78.04,2007.0
2025-10,41117,수원시 영통구,아파트,전월세,974,0,647,327,589,358,30000.0,1469.0,75.94,2005.0
2025-10,41117,수원시 영통구,연립다세대,매매,12,0,0,0,0,0,20900.0,1318.0,64.11,1997.0
2025-10,41117,수원시 영통구,연립다세대,전월세,48,0,18,30,28,20,4199.0,530.0,48.65,2007.0
2025-10,41131,성남시 수정구,아파트,매매,213,6,0,0,0,0,119500.0,5285.0,77.81,2016.0
2025-10,41131,성남시 수정구,아파트,전월세,630,0,354,276,221,388,42000.0,2042.0,63.86,2019.0
2025-10,41131,성남시 수정구,연립다세대,매매,52,5,0,0,0,0,30000.0,1758.0,50.23,2000.0
2025-10,41131,성남시 수정구,연립다세대,전월세,72,0,41,31,57,15,12000.0,933.0,54.08,2000.0
2025-10,41133,성남시 중원구,아파트,매매,181,4,0,0,0,0,84500.0,3971.0,70.38,2011.0
